EMS ID,LOCATION NAME,LONGITUDE (Decimal Degrees),LATITUTE (Decimal Degrees),LONGITUDE (Deg-Min-Sec),LATITUDE (Deg-Min-Sec),START DATE,STATE DESCRIPTION,DESCRIPTOR CODE,DESCRIPTOR DESCRIPTION,CLASS CODE,CLASS DESCRIPTION,METHOD CODE,METHOD DESCRIPTION,SAMPLING AGENCY,ANALYZING AGENCY,MINISTRY CONTACT,SAMPLER,UPPER DEPTH,LOWER DEPTH,FLOW,FLOW_UNIT,Parm Code/Units,PARAMETER NAME,RESULT LETTER,Results,CONFIDENCE INTERVAL,MAXIMUM,MINIMUM,UNCERTAINTY,LIFE STAGE,SPECIES CODE,SPECIES NAME
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", Al-T (mg/L),"Al-T","",.0458,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", Ammonia:T (mg/L),"Ammonia:T","",.0079,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", Anthracene (mg/L),"Anthracene","<",.00001,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", As-D (mg/L),"As-D","",.000175,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", As-T (mg/L),"As-T","",.00019,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", B--D (mg/L),"B--D","<",.005,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", B--T (mg/L),"B--T","<",.005,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE10 (pg/L),"BDE10","<",.12,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE100 (pg/L),"BDE100","",.59,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE105 (pg/L),"BDE105","<",.56,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE116 (pg/L),"BDE116","<",.71,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE118 (pg/L),"BDE118","<",.51,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE11912 (pg/L),"BDE11912","<",.4,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE12/13 (pg/L),"BDE12/13","<",.077,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE126 (pg/L),"BDE126","<",.24,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE128 (pg/L),"BDE128","<",2.5,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE13816 (pg/L),"BDE13816","<",2.1,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE140 (pg/L),"BDE140","<",1,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE15 (pg/L),"BDE15","",.1,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE153 (pg/L),"BDE153","<",1.2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE154 (pg/L),"BDE154","",.63,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE155 (pg/L),"BDE155","<",.26,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE156 (pg/L),"BDE156","<",3,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE17/25 (pg/L),"BDE17/25","<",.2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE181 (pg/L),"BDE181","<",1.2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE183 (pg/L),"BDE183","<",.69,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE184 (pg/L),"BDE184","<",.45,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE190 (pg/L),"BDE190","<",1.7,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE191 (pg/L),"BDE191","<",1.1,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE196 (pg/L),"BDE196","<",1,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE197 (pg/L),"BDE197","<",.85,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE203 (pg/L),"BDE203","<",1.2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE206 (pg/L),"BDE206","<",3.7,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE207 (pg/L),"BDE207","<",3.3,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE208 (pg/L),"BDE208","<",3.3,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE209 (pg/L),"BDE209","<",14,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE28/33 (pg/L),"BDE28/33","<",.2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE30 (pg/L),"BDE30","<",.2,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE32 (pg/L),"BDE32","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE35 (pg/L),"BDE35","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE37 (pg/L),"BDE37","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE47 (pg/L),"BDE47","",3.71,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE49 (pg/L),"BDE49","<",.19,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE51 (pg/L),"BDE51","<",.12,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE66 (pg/L),"BDE66","<",.23,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE7 (pg/L),"BDE7","<",.12,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE71 (pg/L),"BDE71","<",.19,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE75 (pg/L),"BDE75","<",.14,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE77 (pg/L),"BDE77","<",.15,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE79 (pg/L),"BDE79","<",.13,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE8/11 (pg/L),"BDE8/11","<",.086,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE85 (pg/L),"BDE85","<",.44,,,,,"","",""
"0300083","CAPILANO R NEAR MARINE DRIVE",  123.134295,   49.324341,123-08--3.462,49-19--27.6276,2023/10/03 09:05,"Fresh Water","GE","General","REG","Regular","GRB","Grab - Discrete Samples","20","ALS","","Kristy Gabelhouse    Rebecca Grange",     .5000,,"","", BDE99 (pg/L),"BDE99","",2,,,,,"","",""
